Project_ID,Company,Client_ID,Employee_ID,Technology,Budget,Status
553,TCS,23631,92213,Java,8167796,On Hold
554,Infosys,97912,245740,Java,4984457,In Progress
555,Wipro,53740,17669,Azure,6296034,In Progress
556,HCLTech,58628,181630,SAP,9827063,Completed
557,Infosys,62936,185713,SAP,2469305,On Hold
558,Wipro,19118,69415,Java,1127836,On Hold
559,Infosys,34669,185306,Azure,8127531,Completed
560,HCLTech,3293,203754,SAP,4672601,In Progress
561,TCS,65939,244322,AWS,2062328,On Hold
562,Wipro,8905,123697,Java,3044548,On Hold
563,TCS,17650,54557,Azure,6534179,On Hold
564,HCLTech,72479,7137,AWS,5866203,On Hold
565,TCS,98158,118942,GCP,1313624,On Hold
566,Infosys,73847,38596,Python,5948020,Completed
567,Wipro,74786,78884,SAP,2405184,In Progress
568,HCLTech,81638,94663,Python,4682947,In Progress
569,Infosys,78542,147476,AWS,8997758,Completed
570,HCLTech,107730,203112,SAP,2639131,On Hold
571,HCLTech,42226,46609,AWS,7847242,In Progress
572,Infosys,113983,60003,Azure,3090364,Completed
573,TCS,116248,68902,Java,9292293,On Hold
574,HCLTech,54305,131560,Python,4819311,On Hold
575,HCLTech,23282,66809,GCP,6935336,In Progress
576,TCS,23655,61146,AWS,3012982,In Progress
577,HCLTech,57821,153132,AWS,4711310,Completed
578,Infosys,109191,32572,Azure,8975768,In Progress
579,TCS,47244,45295,GCP,6264357,In Progress
580,Infosys,44360,188522,Java,2608372,On Hold
581,Infosys,106054,163420,GCP,3064713,On Hold
582,HCLTech,102287,5402,AWS,8690039,On Hold
583,Infosys,71996,144253,AWS,446464,In Progress
584,Wipro,20853,218356,Azure,1614071,On Hold
585,Infosys,12590,126070,AWS,7134617,On Hold
586,TCS,84176,82118,Azure,6945100,On Hold
587,HCLTech,46556,149943,Azure,271411,In Progress
588,Infosys,33980,122688,AWS,6756612,In Progress
589,Wipro,23002,246965,SAP,2765861,Completed
590,Infosys,113884,126004,Java,9229745,In Progress
591,Wipro,39225,58543,Python,2161774,In Progress
592,TCS,102052,70253,SAP,4195427,On Hold
593,HCLTech,112219,248910,Python,7388602,Completed
594,Wipro,61725,247151,Java,2161628,Completed
595,Wipro,39411,40090,SAP,9891492,Completed
596,HCLTech,51805,87870,GCP,1205539,Completed
597,HCLTech,84099,63534,AWS,7620040,On Hold
598,Wipro,4464,121235,Python,98718,On Hold
599,TCS,47489,219094,Python,6637568,Completed
600,TCS,49670,20878,GCP,1341386,Completed
601,HCLTech,44512,173879,Python,1318589,In Progress
602,HCLTech,77145,47502,Python,9126408,Completed
603,Infosys,23784,134820,GCP,4403678,In Progress
604,Infosys,71002,154154,AWS,1077055,In Progress
605,HCLTech,88553,7689,Java,9225746,In Progress
606,TCS,109262,12077,Azure,5625164,On Hold
607,Infosys,70945,26598,AWS,2130088,Completed
608,TCS,16015,40527,Azure,922208,In Progress
609,Wipro,82037,36230,SAP,8285223,On Hold
610,Infosys,21964,19448,AWS,6794681,On Hold
611,TCS,27126,25717,AWS,3505599,Completed
612,Infosys,51826,226875,Azure,4724475,On Hold
613,HCLTech,24046,134703,Azure,1625906,Completed
614,Wipro,44558,180695,AWS,4198843,On Hold
615,HCLTech,86796,240948,AWS,4527471,On Hold
616,TCS,34795,5834,Python,5443055,In Progress
617,Wipro,99283,39284,Python,9792781,Completed
618,HCLTech,33870,50001,GCP,6659541,In Progress
619,Wipro,115748,244239,Python,3739613,Completed
620,Wipro,29225,166460,SAP,6750682,Completed
621,TCS,66732,120676,AWS,4736567,On Hold
622,Wipro,34575,161424,Python,6831826,In Progress
623,Wipro,101573,121827,Python,1967372,Completed
624,Infosys,31638,232455,Java,6606725,Completed
625,Infosys,4266,19973,Java,547780,Completed
626,Infosys,11849,165741,Python,3026663,In Progress
627,Infosys,116747,5849,Azure,3986131,On Hold
628,Infosys,19028,166069,Python,9320414,In Progress
629,TCS,8515,45535,AWS,9370382,On Hold
630,HCLTech,30239,130494,Azure,6520435,On Hold
631,HCLTech,20635,35923,AWS,497095,On Hold
632,Infosys,53515,235039,Azure,8366571,Completed
633,HCLTech,71248,72883,Java,8144708,On Hold
634,Infosys,61371,117273,SAP,3084359,In Progress
635,TCS,97777,110119,AWS,1312652,In Progress
636,TCS,80984,114243,Azure,7868897,Completed
637,TCS,78107,138651,SAP,9694472,In Progress
638,Wipro,22741,220793,Java,3875150,In Progress
639,TCS,114137,249982,SAP,3104176,On Hold
640,HCLTech,4143,20982,Python,5125868,On Hold
641,Infosys,119012,52753,GCP,3356084,Completed
642,TCS,15747,34294,AWS,5190638,In Progress
643,Infosys,103632,3263,GCP,865400,Completed
644,HCLTech,113024,124887,GCP,5219494,Completed
645,HCLTech,113280,208217,AWS,4507390,In Progress
646,HCLTech,23855,17765,Java,8895944,On Hold
647,TCS,50770,172796,GCP,5254262,Completed
648,Infosys,73107,47656,Python,1522442,Completed
649,TCS,111920,78699,GCP,5154826,Completed
650,TCS,116313,237113,AWS,9160816,In Progress
651,Infosys,40183,14165,AWS,3301288,In Progress
652,TCS,20988,133378,GCP,559098,In Progress
653,TCS,1314,198759,GCP,1926882,In Progress
654,Infosys,42640,81660,AWS,8668940,In Progress
655,Infosys,46906,163756,SAP,3471545,In Progress
656,Infosys,86752,155908,SAP,4666357,On Hold
657,Infosys,17923,130004,AWS,4872907,Completed
658,Infosys,97058,164701,Java,5876395,In Progress
659,TCS,53048,194577,SAP,6283451,Completed
660,TCS,25075,237514,Python,5116721,Completed
661,HCLTech,23384,80481,Python,9890535,On Hold
662,HCLTech,72114,148809,Java,1843058,In Progress
663,Wipro,119579,167714,Azure,5964255,Completed
664,Wipro,66075,192506,Python,5078825,On Hold
665,Wipro,71284,32780,Azure,3008320,On Hold
666,Infosys,5724,30969,AWS,9547670,On Hold
667,TCS,33799,21526,SAP,9252059,Completed
668,HCLTech,25241,105640,Azure,5159180,On Hold
669,TCS,40909,44779,SAP,977947,On Hold
670,Infosys,46515,27747,Azure,2755739,In Progress
671,Wipro,57608,157288,Python,7196733,Completed
672,TCS,55657,43988,Java,2300892,Completed
673,HCLTech,63113,237972,Azure,8074279,In Progress
674,TCS,94003,94426,Java,178330,On Hold
675,Wipro,66148,224756,GCP,5336559,On Hold
676,Infosys,52008,55792,Azure,8542581,Completed
677,Infosys,48776,30131,Python,150270,In Progress
678,TCS,3991,153816,GCP,6877978,On Hold
679,Wipro,34308,98221,SAP,5697472,Completed
680,TCS,42038,69231,Java,6003645,In Progress
681,Wipro,31998,4176,Azure,4047500,In Progress
682,HCLTech,49267,188861,SAP,600875,Completed
683,Infosys,540,133225,GCP,7356348,In Progress
684,HCLTech,104762,71149,GCP,2774886,Completed
685,HCLTech,9496,80484,Python,2021918,In Progress
686,Infosys,74577,101873,GCP,2706091,Completed
687,TCS,41141,225656,Java,6722765,On Hold
688,HCLTech,14087,19538,GCP,7513793,In Progress
689,TCS,25009,213142,SAP,5102084,On Hold
690,HCLTech,34724,61978,AWS,2222877,Completed
691,HCLTech,409,148846,Azure,7760200,On Hold
692,Infosys,47053,95902,Java,3919142,Completed
693,Wipro,96019,15303,AWS,148303,In Progress
694,Infosys,110228,29234,Python,1748324,Completed
695,HCLTech,68419,218774,GCP,2443020,In Progress
696,TCS,32336,61201,AWS,7595080,Completed
697,TCS,105324,215023,Azure,3688917,In Progress
698,Wipro,2145,68141,Java,1665609,Completed
699,TCS,64642,34257,AWS,5789827,On Hold
700,Infosys,75298,11124,Azure,4132911,On Hold
701,TCS,70897,128025,GCP,6271969,In Progress
702,TCS,119475,220622,Azure,4474928,In Progress
703,TCS,43246,69830,AWS,9125153,On Hold
704,HCLTech,118677,3462,Azure,5843356,In Progress
705,Infosys,17241,153833,GCP,8829243,In Progress
706,TCS,87840,125701,AWS,8114678,In Progress
707,Infosys,26965,152501,AWS,7623243,Completed
708,Infosys,24109,182522,Python,6895091,In Progress
709,Infosys,25003,17022,Python,1430873,On Hold
710,Wipro,57000,114759,GCP,1483373,Completed
711,TCS,111791,238066,Azure,782867,On Hold
712,Wipro,67446,164220,Python,990423,On Hold
713,TCS,43733,124082,GCP,7740124,In Progress
714,Infosys,88859,143329,SAP,9256951,In Progress
715,HCLTech,112052,14548,Python,1662296,On Hold
716,HCLTech,117356,120172,Java,8161238,On Hold
717,Wipro,67170,130030,Java,5723835,In Progress
718,TCS,67769,151908,SAP,5943376,On Hold
719,TCS,21857,158668,Python,1796042,In Progress
720,TCS,93997,234706,GCP,8254723,On Hold
721,Wipro,43478,35961,Python,5673665,In Progress
722,Wipro,49063,186430,AWS,5406058,Completed
723,Infosys,78305,26989,SAP,1762303,In Progress
724,Infosys,28157,21954,SAP,2301088,Completed
725,TCS,72460,239689,Java,2914628,In Progress
726,TCS,16420,106096,Azure,6089873,In Progress
727,HCLTech,73216,221215,Python,9361534,On Hold
728,Infosys,35033,71114,SAP,2147863,On Hold
729,Infosys,115787,179384,Python,4455793,In Progress
730,Wipro,107481,245089,Python,1377325,In Progress
731,Infosys,59861,140776,AWS,560259,Completed
732,Infosys,12490,232960,Java,4116625,In Progress
733,HCLTech,64959,66198,AWS,8706692,Completed
734,Infosys,112137,132147,Python,5274685,On Hold
735,Infosys,105194,207326,AWS,6702081,Completed
736,HCLTech,81545,223607,Java,6926257,On Hold
737,Wipro,30289,200723,SAP,6832482,On Hold
738,HCLTech,82074,46612,Java,8235881,Completed
739,Infosys,94154,47976,AWS,4725750,In Progress
740,Wipro,60584,237140,SAP,6403759,On Hold
741,HCLTech,112665,168997,GCP,6087909,On Hold
742,HCLTech,5412,71233,Python,3257619,On Hold
743,Infosys,14897,75068,AWS,6627493,In Progress
744,Wipro,114992,208922,AWS,1362699,In Progress
745,Infosys,95194,202996,Java,5676563,On Hold
746,Infosys,80866,225724,Azure,6841891,Completed
747,HCLTech,88728,12999,Azure,1155146,Completed
748,HCLTech,26345,114338,Python,8377431,In Progress
749,HCLTech,17249,114747,Python,3252916,On Hold
750,HCLTech,9960,201589,GCP,9690345,Completed
751,TCS,34821,125466,SAP,5076630,In Progress
752,Wipro,35678,103404,Java,7877824,On Hold
753,Wipro,9969,150298,SAP,1428922,On Hold
754,Wipro,90128,22139,SAP,3490412,On Hold
755,Wipro,78290,237016,Java,5261362,On Hold
756,TCS,10576,223091,Azure,3052850,Completed
757,Infosys,15109,144701,SAP,2299451,In Progress
758,TCS,105728,107688,Python,8127290,On Hold
759,HCLTech,108356,167511,Azure,4063780,In Progress
760,TCS,115485,71342,AWS,7483881,On Hold
761,HCLTech,80800,87514,Azure,8465432,On Hold
762,HCLTech,115052,214629,GCP,2981761,Completed
763,Wipro,8984,228405,Python,5568710,Completed
764,TCS,92651,76127,Java,1651323,In Progress
765,HCLTech,46995,102375,Azure,1721154,In Progress
766,HCLTech,114705,95962,GCP,5614062,In Progress
767,Infosys,9850,44810,SAP,8150275,In Progress
768,Wipro,117208,199458,SAP,873754,In Progress
769,Infosys,65933,178090,GCP,2104155,In Progress
770,TCS,85440,70862,Azure,1678030,In Progress
771,HCLTech,33012,43376,GCP,8996034,On Hold
772,TCS,49649,64058,SAP,7603837,On Hold
773,Wipro,99517,94877,Java,2761669,On Hold
774,Wipro,62195,57939,Java,1089657,In Progress
775,Infosys,31387,6887,SAP,4922376,In Progress
776,Infosys,48883,161741,AWS,5185764,On Hold
777,TCS,78357,205130,Java,2246704,In Progress
778,HCLTech,46187,7143,Azure,179480,In Progress
779,Wipro,17557,220436,Python,4437560,In Progress
780,TCS,1142,99223,Java,1154476,Completed
781,TCS,98262,169078,Azure,8682695,Completed
782,HCLTech,107884,55336,SAP,7153465,On Hold
783,Infosys,78677,124885,Python,8694135,In Progress
784,HCLTech,52475,28008,Java,7739821,Completed
785,TCS,106755,103127,AWS,9691969,Completed
786,TCS,28017,146461,AWS,6327631,On Hold
787,Wipro,113848,53439,SAP,7367598,In Progress
788,HCLTech,7361,9367,GCP,1613796,On Hold
789,Wipro,60775,220281,Java,2327018,Completed
790,Infosys,28444,162872,AWS,3916349,In Progress
791,TCS,41103,154615,Python,9515953,In Progress
792,HCLTech,30018,24703,GCP,3557771,On Hold
793,HCLTech,24490,29335,GCP,980885,On Hold
794,HCLTech,65054,124272,SAP,116716,Completed
795,Wipro,25110,158365,Java,8580724,On Hold
796,Infosys,83681,230200,GCP,738738,Completed
797,TCS,43433,236429,GCP,3073877,On Hold
798,TCS,115863,110147,Java,4835932,On Hold
799,HCLTech,55697,8052,Python,4743625,In Progress
800,HCLTech,36183,2054,SAP,6633370,In Progress
801,Wipro,46982,104166,AWS,9564033,On Hold
802,TCS,31816,242242,Python,4748479,Completed
803,Infosys,102793,138672,SAP,866879,On Hold
804,TCS,3242,246342,Azure,8448148,On Hold
805,Infosys,81646,10481,Python,5602722,Completed
806,TCS,75340,235501,Java,7309961,Completed
807,Wipro,119901,126822,Python,6432666,Completed
808,HCLTech,1350,47474,Azure,6877572,In Progress
809,HCLTech,102979,6072,Java,1893961,Completed
810,TCS,85090,26579,GCP,5324176,On Hold
811,Wipro,69399,4949,Python,2843117,In Progress
812,Wipro,75680,224045,Python,8518584,In Progress
813,HCLTech,110376,52399,Java,4759250,Completed
814,TCS,32545,63344,Azure,2751840,Completed
815,TCS,18635,214264,SAP,4685439,Completed
816,Wipro,85027,40701,Azure,5930034,On Hold
817,Wipro,108967,236973,SAP,8854323,On Hold
818,HCLTech,70387,77625,GCP,9922252,In Progress
819,Wipro,113402,57072,Java,3936139,On Hold
820,HCLTech,94737,231532,AWS,9465588,Completed
821,TCS,28564,170033,SAP,5402703,On Hold
822,Infosys,79743,84287,SAP,7995442,On Hold
823,Infosys,58044,184104,SAP,7418788,Completed
824,HCLTech,92975,188447,GCP,9316584,Completed
825,Wipro,67627,177748,Azure,5079173,On Hold
826,Wipro,3007,50358,Azure,8475335,In Progress
827,HCLTech,1817,245170,AWS,2146953,Completed
828,Infosys,14601,109748,Java,763297,Completed
829,TCS,42737,90238,SAP,1004812,On Hold
830,Wipro,54733,4672,GCP,887578,In Progress
831,Wipro,47010,249499,Python,7167178,Completed
832,Wipro,40302,38077,GCP,9676660,On Hold
833,Infosys,84060,235435,AWS,8801513,On Hold
834,Infosys,35891,54706,Java,4341872,On Hold
835,HCLTech,61530,128033,Azure,1024008,In Progress
836,Infosys,9288,148405,SAP,316126,In Progress
837,Infosys,65701,45477,SAP,3172308,Completed
838,HCLTech,53989,232863,Java,2405609,Completed
839,HCLTech,45820,48916,AWS,4271782,On Hold
840,Infosys,88359,70068,AWS,4782786,In Progress
841,Wipro,15549,67054,AWS,930474,Completed
842,TCS,81815,207566,SAP,8838704,Completed
843,TCS,57812,194258,GCP,9315716,Completed
844,TCS,69139,125316,Java,3031534,Completed
845,Wipro,97680,115168,Java,9703713,On Hold
846,TCS,42568,99188,SAP,572850,Completed
847,HCLTech,3563,79325,Azure,2659374,Completed
848,Infosys,111363,14518,AWS,7987366,On Hold
849,HCLTech,43864,207489,GCP,2587163,In Progress
850,HCLTech,59002,32173,SAP,5065773,In Progress
851,Infosys,84966,216341,GCP,6911017,In Progress
852,TCS,116970,225462,GCP,206582,Completed
853,Infosys,52468,218630,Java,5809016,In Progress
854,TCS,65639,92963,Azure,227436,In Progress
855,Infosys,50228,241476,GCP,9615357,Completed
856,HCLTech,62434,87917,Java,2134255,In Progress
857,TCS,79926,232323,Python,6190177,On Hold
858,Wipro,118622,188917,Python,2670966,In Progress
859,Infosys,66404,161070,AWS,6876410,On Hold
860,HCLTech,25787,163097,Python,3558058,In Progress
861,TCS,16716,61528,AWS,3708624,Completed
862,Infosys,20099,147122,SAP,1932443,In Progress
863,Infosys,52788,229803,Python,8581281,Completed
864,TCS,28879,138656,Azure,4632365,On Hold
865,Infosys,62007,116770,AWS,6603779,In Progress
866,Infosys,105953,215156,Java,5865851,Completed
867,HCLTech,46992,3932,Azure,3628049,On Hold
868,Wipro,37742,191908,Azure,8835231,Completed
869,TCS,4870,196791,Azure,192069,Completed
870,Infosys,67669,170586,GCP,9907226,In Progress
871,Wipro,26575,59720,GCP,8450351,In Progress
872,Wipro,69922,5086,Java,2062813,Completed
873,TCS,42636,20872,Azure,3191874,In Progress
874,HCLTech,101026,218411,Java,8035129,On Hold
875,HCLTech,102668,246400,Python,9569800,Completed
876,HCLTech,110257,220345,AWS,1760620,On Hold
877,Infosys,20064,228842,AWS,6674994,On Hold
878,HCLTech,90147,106921,Java,6131177,In Progress
879,HCLTech,58733,66877,SAP,6763960,On Hold
880,TCS,45546,159524,AWS,5271176,In Progress
881,Wipro,101969,241773,SAP,2942193,In Progress
882,HCLTech,77188,151859,Java,296865,On Hold
883,TCS,117490,191330,GCP,4840902,On Hold
884,Wipro,101000,5354,GCP,8208585,On Hold
885,Infosys,83532,18494,Java,1046664,In Progress
886,Infosys,61247,174827,GCP,6381947,In Progress
887,Wipro,56588,59771,SAP,1988124,Completed
888,Infosys,109679,180117,SAP,6770534,In Progress
889,Wipro,34307,45669,Python,6248810,On Hold
890,Wipro,6914,196707,Java,9575745,On Hold
891,TCS,22497,75471,SAP,5428021,Completed
892,TCS,35225,103521,GCP,8608478,On Hold
893,Wipro,61002,225100,Java,1862198,Completed
894,HCLTech,44878,75178,Java,5982303,In Progress
895,Wipro,84968,179025,Python,9793500,On Hold
896,HCLTech,72109,8658,Azure,8628416,Completed
897,TCS,17856,63431,GCP,5809678,In Progress
898,Infosys,96785,211884,SAP,6910840,In Progress
899,Infosys,64065,11235,AWS,4275023,On Hold
900,Infosys,82512,52507,GCP,1823438,On Hold
901,Infosys,39646,155360,SAP,5315973,In Progress
902,HCLTech,53600,203123,Java,1067887,In Progress
903,Infosys,98880,148598,Python,4112580,On Hold
904,TCS,21130,237611,GCP,8363784,In Progress
905,Wipro,88409,120464,GCP,5065921,Completed
906,HCLTech,88471,203650,SAP,8664342,On Hold
907,HCLTech,26625,185185,GCP,5591440,In Progress
908,Infosys,9586,226491,Azure,2440395,On Hold
909,HCLTech,70477,227047,Java,8414276,In Progress
910,Wipro,49578,247282,SAP,6036173,On Hold
911,Infosys,91017,222432,Python,9470232,In Progress
912,TCS,108841,42343,Python,4129718,Completed
913,TCS,47054,129745,Python,1600057,In Progress
914,Wipro,14745,78382,AWS,9768823,In Progress
915,Infosys,12416,71952,Azure,5331872,In Progress
916,Wipro,45743,239052,Java,7382931,Completed
917,TCS,59334,43868,AWS,4156463,In Progress
918,Wipro,119606,86246,Python,5812417,Completed
919,HCLTech,47135,169651,Java,8954155,In Progress
920,HCLTech,55763,227460,Python,2395074,On Hold
921,Wipro,80414,117615,AWS,4559589,In Progress
922,TCS,105901,32141,AWS,8677376,Completed
923,HCLTech,89925,51091,AWS,4940301,On Hold
924,TCS,108699,186365,AWS,2793041,On Hold
925,Wipro,100404,106904,Azure,4024887,On Hold
926,TCS,13752,138551,AWS,199901,Completed
927,Infosys,117464,116499,GCP,6010786,On Hold
928,TCS,56781,23884,Azure,2633553,On Hold
929,Wipro,3750,111888,Python,801257,In Progress
930,Infosys,10621,139829,SAP,7017273,In Progress
931,Infosys,109978,174877,GCP,3794489,In Progress
932,Infosys,38592,130681,Java,5274736,In Progress
933,Wipro,23269,218378,GCP,3719362,On Hold
934,Wipro,35902,7622,Azure,3041784,On Hold
935,Infosys,30792,131017,Python,4952176,In Progress
936,Wipro,15016,220362,SAP,5804390,On Hold
937,Infosys,73430,100635,AWS,259799,On Hold
938,Wipro,79462,56023,Python,9169320,On Hold
939,Wipro,87443,157225,Python,595789,On Hold
940,Wipro,85715,17561,AWS,1898498,In Progress
941,TCS,69163,232485,Azure,5068655,In Progress
942,Infosys,55770,19479,SAP,779018,Completed
943,TCS,23068,219717,Azure,4547878,Completed
944,Infosys,84792,41969,Java,9857497,On Hold
945,TCS,48926,191374,SAP,6089385,In Progress
946,HCLTech,92931,71339,Java,8680648,In Progress
947,TCS,11541,137866,AWS,1013341,On Hold
948,Wipro,11746,126693,Python,6685432,In Progress
949,Wipro,30346,63597,Java,340274,In Progress
950,TCS,62012,124229,AWS,5044437,In Progress
951,TCS,23192,249890,GCP,1554781,In Progress
952,HCLTech,44880,167082,Azure,8568368,Completed
953,TCS,8637,93605,GCP,1588459,In Progress
954,TCS,45513,144963,GCP,6376132,In Progress
955,TCS,21989,14998,Azure,9875676,In Progress
956,Wipro,6895,123510,AWS,4591555,Completed
957,TCS,101792,30141,AWS,4584504,In Progress
958,Infosys,17035,51401,GCP,3186519,Completed
959,TCS,95245,169057,SAP,2090799,Completed
960,Wipro,27628,165281,Python,9656387,On Hold
961,Wipro,12740,172960,Java,5554068,On Hold
962,TCS,101066,177971,GCP,6296441,In Progress
963,Wipro,62003,94814,AWS,9602494,Completed
964,Wipro,104573,76409,Azure,6528857,In Progress
965,Infosys,94053,5507,Python,4788512,In Progress
966,HCLTech,7431,123889,Java,2582174,On Hold
967,TCS,17725,108331,Azure,9387726,In Progress
968,Infosys,81191,198025,Java,2421973,Completed
969,HCLTech,84606,177621,Java,7219357,Completed
970,TCS,118943,82299,AWS,3789329,In Progress
971,TCS,94092,212680,Java,6816501,On Hold
972,TCS,51969,240747,Azure,4653797,On Hold
973,Wipro,63607,211539,Python,3662827,On Hold
974,Infosys,10622,187857,AWS,9678981,In Progress
975,Infosys,71245,179333,Azure,2619377,In Progress
976,Wipro,27887,117833,Azure,6723876,On Hold
977,Infosys,90797,16918,Python,232591,Completed
978,TCS,93866,239436,AWS,6062818,Completed
979,Wipro,102443,80781,AWS,6643198,On Hold
980,Infosys,94387,104802,Python,6344408,On Hold
981,Infosys,114780,41229,SAP,3207956,Completed
